排名,游戏名称,公司名称,分类,评分,评分人数,安装次数+,更新日期,大小M,当前版本,包名,网站,联系方式
443,冰上芭蕾女孩—— 舞斗场,Coco Play By TabTale,角色扮演,4.6,"252,616","10,000,000",2018年8月21日,34,1.2.1,com.cocoplay.iceskater,https://www.tabtale.com,WeCare@TabTale.com
444,长生诀-Script of Eternity,Cube Magic Interactive,角色扮演,3.9,799,"50,000",2018年12月11日,48,1.6.1,com.gametaiwan.csje,http://www.gametaiwan.com,gametw2019@gmail.com
445,Rocket Royale,GameSpire Ltd.,动作,4.0,"72,978","1,000,000",2018年11月22日,73,1.4.0,com.onetongames.rocketroyale,,mail@gamespire.org
446,反应堆,Ketchapp,街机,4.4,"404,345","50,000,000",2018年10月3日,43,3.0,com.ketchapp.stack,http://www.ketchappgames.com,support@ketchappgames.com
447,Highway Traffic Car Racing Game 2019,Core Sol Hub,街机,4.5,8,"1,000",2018年11月28日,42,0.1,com.coresolhub.highwaytrafficcarracinggame2019,,support@coresolhub.com
448,Block Craft World,inPocket Games,冒险,3.5,"11,815","1,000,000",2018年11月18日,20,2.0,com.inpocket.block.craft.world,,inpocketgames@mail.ru
449,发展帝国：罗马 (Grow Empire: Rome),Games Station,策略,4.6,"1,938,739","10,000,000",2018年12月11日,61,1.3.74,com.empire.grow.rome,https://www.gstationstudio.com/,support@gstationstudio.com
450,Street Fighter Challenge,CoolApps Software,动作,3.5,84,"10,000",2018年12月9日,37,1.11.1,com.droidsoftware.streetfighter,,droidsoftwareinc@gmail.com
451,地下城连萌,GAMEVIL Inc.,益智,4.3,"133,161","1,000,000",2018年12月4日,56,1.36.5,com.gamevilusa.dungeonlink.android.google.global.normal,http://www.withhive.com,contact@gamevilusa.com
452,DomiNations,NEXON M Inc.,策略,4.3,"694,219","10,000,000",2018年12月5日,因设备而异,6.665.665,com.nexonm.dominations.adk,https://www.nexonm.com/support/,support@nexonm.com
453,Tower Rush - Blast the Gem,Wetpalm,休闲,5.0,1,100,2018年12月8日,8.2,1.0.5,com.wetpalm.gemtower,https://sites.google.com/view/wetpalm,wetpalm@gmail.com
454,Merge All,i Dev.,模拟,4.8,"12,745","500,000",2018年12月8日,13,1.2.2,com.freegame.mergeall,,idev803@gmail.com
455,Zombie Hunter King,mobirix,动作,4.3,"80,669","10,000,000",2018年11月12日,51,1.0.15,com.mobirix.zombieking,https://www.facebook.com/mobirixplayen,help@mobirix.com
456,Guns,Calford,动作,4.2,"667,762","50,000,000",2018年6月23日,12,1.118,com.calfordcn.gu,http://calfordcn.spaces.live.com/,calford.support@yandex.com
457,The Wolf,Swift Apps LTD,角色扮演,4.6,"370,796","10,000,000",2018年12月11日,因设备而异,1.7.0,com.swiftappskom.thewolfrpg,http://thewolfsimulator.com,support@swiftapps.pl
458,王牌大作战,ZPLAY Games,街机,4.4,"300,996","10,000,000",2018年12月7日,因设备而异,因设备而异,com.zplay.willhero,http://www.zplay.com,contact@zplay.com
459,Plane Evolution,Casual Clean Studio,模拟,4.3,63,"10,000",2018年12月1日,19,7,mobi.army.game.mergeplane,,congacutequadimat@gmail.com
460,Craft House Minecraft,JerydaseLan,益智,2.9,"17,800","1,000,000",2017年9月9日,5.4,8.0,m.puzzlegames.crafthouse,,juhaseenrylan@gmail.com
461,游戏王 决斗连盟(Yu-Gi-Oh! Duel Links),KONAMI,卡牌,4.6,"1,570,872","10,000,000",2018年11月28日,80,3.2.0,jp.konami.duellinks,https://www.konami.com/games/jp/,ask-konami@faq.konami.com
462,孤胆车神：维加斯 - 开放世界游戏,Gameloft,动作,4.5,"5,102,779","50,000,000",2018年12月6日,34,3.9.1c,com.gameloft.android.ANMP.GloftGGHM,http://www.gameloft.com/,android.support@gameloft.com
463,The Horus Heresy: Legions – TCG card battle game,Everguild Ltd.,卡牌,4.5,"6,485","100,000",2018年12月6日,89,1.1.6,com.Everguild.HorusHeresy,http://www.everguild.com,support@everguild.com
464,Super Tank Merger,Fun Monkey Ltd,模拟,2.4,11,500,2018年11月29日,35,1.1.5,com.huuugegames.supertankmerger,,funmonkeyltd@gmail.com
465,"Five Nights at Freddy's 3 Demo",Scott Cawthon,动作,4.5,"1,063,721","10,000,000",2015年4月2日,50,1.07,com.scottgames.fnaf3demo,http://www.scottgames.com,fazbearhelp@yahoo.com
466,战地风暴,tap4fun,策略,4.2,"389,810","10,000,000",2018年12月7日,82,1.38.63,com.tap4fun.reignofwar,http://invasion.tap4fun.com,support@tap4fun.com
467,Crafting and Building,GeneDe,冒险,4.3,"147,628","1,000,000",2018年12月9日,70,8.7.0.4,com.mmarcel.cnb2,,Miskovicnak23441@gmail.com
468,Walking Darts,Hanid Thuan,休闲,4.4,253,"10,000",2018年12月6日,22,1.0.2,com.walkingdarts.freegame,,thuanmaismais@gmail.com
469,迈哲木：化身博士,MazM,冒险,4.7,"17,898","500,000",2018年12月7日,32,2.3.12,com.Gseeds.JekyllAndHyde,http://mazm.me/,storymazm@gmail.com
470,Monopoly Free,Dice and Board Games,桌面和棋类,3.6,917,"100,000",2018年10月30日,因设备而异,1.0,monopoly.business.empire.trade,,kidsboardgames@gmail.com
471,War Robots,PIXONIC,动作,4.6,"3,372,411","50,000,000",2018年11月27日,37,4.5.0,com.pixonic.wwr,http://pixonic.com,wwr_support@pixonic.com
472,Traffic Rider,Soner Kara,竞速,4.7,"6,456,710","100,000,000",2018年9月17日,因设备而异,因设备而异,com.skgames.trafficrider,http://skgames.com,trafficridergame@gmail.com
473,Stunt Car Challenge 3,Hyperkani,街机,4.4,"22,713","1,000,000",2018年12月1日,因设备而异,因设备而异,com.hyperkani.stuntcar3,http://www.hyperkani.com,support@hyperkani.com
474,I Am Innocent,Guts United,冒险,4.4,"252,180","5,000,000",2018年11月9日,51,2.9.110,com.glaznev.innocent,http://guts-united.com,android-support@guts-united.com
475,烹饪游戏—厨师食谱,LPRA STUDIO,休闲,4.4,"19,952","10,000,000",2018年6月11日,28,4.0.0,air.com.CookingGameChefRecipes,http://www.yokogames.com,myapps36@yahoo.com
476,Agar.io,Miniclip.com,动作,4.2,"3,877,046","100,000,000",2018年11月6日,34,2.3.1,com.miniclip.agar.io,http://www.miniclip.com/,support@miniclip.com
477,梦幻水族箱 (Fishdom),Playrix Games,益智,4.6,"2,473,137","50,000,000",2018年12月6日,因设备而异,2.25.1,com.playrix.fishdomdd.gplay,https://www.playrix.com/fishdom/index.html,support@playrix.com
478,Slots Unlimited - Free Slot Machines Casino,Grand Jackpot Studio,赌场,4.6,"5,321","500,000",2018年11月6日,75,1.02,slots.unlimited.casino.games.free,,santajackpot@gmail.com
479,Banana Kong,FDG Entertainment GmbH & Co.KG,动作,4.4,"3,649,408","100,000,000",2018年2月7日,68,1.9.6.6,com.fdgentertainment.bananakong,http://www.fdg-entertainment.com,support@fdg-entertainment.com
480,Snail Bob 2 ?,Hunter Hamster Studio,休闲,4.5,"132,535","10,000,000",2018年10月16日,91,1.2.6,com.hunterhamster.snailbob2.gp,http://hunter-hamster.com/,support.sb2.gp@hunter-hamster.com
481,多玩家免费游戏,Free Multiplayer Games,休闲,4.3,"44,808","5,000,000",2018年10月7日,因设备而异,1.7.5,com.twoplayergamesfree.twoplayergames,,2playergamesru@gmail.com
482,Лягушка - Fairy Land Adventure,Faxriddin,休闲,5.0,3,"1,000",2018年12月8日,3.6,1.01,com.frog.runner.game,,faxriddinabdulayev@gmail.com
483,独角兽食物——彩虹炫丽食物和时尚,TabTale,模拟,4.3,"25,567","5,000,000",2018年6月20日,81,1.0.3,com.tabtale.unicorn.food,https://www.tabtale.com/,WeCare@TabTale.com
484,餐车厨师：烹饪游戏,Tilting Point,休闲,4.4,"203,523","10,000,000",2018年12月3日,83,1.5.6,com.nukeboxstudios.foodtruckchef,http://www.nukeboxstudios.com/,support@nukeboxstudios.com
485,High School Simulator 2018,KUMA GAMES,模拟,4.3,"203,524","10,000,000",2018年10月27日,95,63.0,com.kumagames.highschoolsimulator2018,https://www.facebook.com/KUMA-GAMES-1701697003383680/,sugikami1982@gmail.com
486,Disney Crossy Road,Disney,街机,4.5,"523,201","10,000,000",2018年5月30日,83,3.200.18289,com.disney.disneycrossyroad_goo,https://help.disney.com/Games/Disney-Crossy-Road,support@disneymobile.com
487,熹妃Q传国际版——华美宫廷风换装手游,WISH INTERACTIVE TECHNOLOGY LIMITED,角色扮演,4.2,"31,740","1,000,000",2018年9月25日,29,1.1.5,com.GF.apcguscn.hwyad.google,http://rc.wishgamer.com/,overseas_service@gmail.com
488,Sonic The Hedgehog 2 Classic,SEGA,街机,4.6,"62,087","5,000,000",2018年11月22日,64,1.1.0,com.sega.sonic2.runner,http://www.sega.com,googleplay@segaofamerica.zendesk.com
489,Stickman Rope Hero,Naxeex LLC,模拟,4.4,"317,631","10,000,000",2018年11月7日,99,3.0,com.mgc.stickman.rope.hero,,feedback@naxeex.com
490,TRANSFORMERS: Earth Wars,"Backflip Studios, LLC",策略,4.5,"271,143","10,000,000",2018年11月26日,100,1.69.0.22424,com.backflipstudios.transformersearthwars,http://www.backflipstudios.com/,transformers@spaceapegames.com
491,Roundabout 2: A Real City Driving Parking Sim,Play With Games,竞速,4.5,"2,038","500,000",2018年7月31日,因设备而异,1.1,com.playwithgames.Roundabout2Parking,http://www.playwithgames.com,info@playwithgames.com
492,车停车场,colabomsoft,竞速,3.0,259,"100,000",2018年12月11日,23,5,com.parking.tk,http://yellow-001.com/,takaharu_inoue@tkm-inc.co.jp
493,"Piano Pink Tiles 4 - Music, Games & Magic Tiles",Colorful Piano,音乐,4.5,"5,941","1,000,000",2018年11月29日,因设备而异,2.1.1,com.nama.pinkmagictiles,,colorful.piano2911@gmail.com
494,PJ Masks (睡衣小英雄)：月光英雄,Entertainment One,休闲,4.4,"97,061","10,000,000",2018年12月3日,94,2.2.0,com.pjmasks.moonlightheroes,http://eonefamily.com/home,support@pjmasks.com
495,Beat The Paul,Kick Fei Game,动作,3.5,"1,032","100,000",2018年11月27日,46,2.0.0,com.huifei.kicktsumo,,huifeigame@gmail.com
496,免费3D飞行模拟器,Fun Games For Free,模拟,4.6,"2,212,107","50,000,000",2018年11月27日,71,1.4.8,com.fungames.flightpilot,https://www.fungames-forfree.com/games/flightpilot,support+flightpilot@fungames-forfree.com
497,Beat the Boss 4,Game Hive Corporation,动作,4.4,"316,520","10,000,000",2018年7月17日,93,1.1.13,com.gamehivecorp.beattheboss4,https://www.facebook.com/BeatTheBossGame,Support@gamehive.com
498,我永遠的塔麻可吉 My Tamagotchi Forever,BANDAI NAMCO Entertainment Europe,休闲,4.4,"35,632","1,000,000",2018年12月10日,90,2.7.3.2262,eu.bandainamcoent.mytamagotchiforever,http://www.mytamagotchiforever.com,support.mobile@bandainamcoent.eu
499,"逃脱游戏：老钟和甜点'客厅",STUDIO WAKABA,冒险,4.7,78,"1,000",2018年12月10日,59,1.0.0,com.studiowakaba.escapegame.kanmi.go,https://studio-wakaba.jp/,info@studio-wakaba.com
500,Coin Dozer - Free Prizes,Game Circus LLC,赌场,4.4,"1,259,458","50,000,000",2018年11月14日,64,19.3,com.leftover.CoinDozer,http://www.gamecircus.com,support@gamecircus.com
501,Arithmagic - Math RPG,Gooble Games,教育,5.0,23,50,2018年12月8日,62,1.0.0,com.gooblegames.arithmagic,http://www.gooblegames.com,app@gooblegames.com
502,Tiny Pixel Farm - 牧场农场管理游戏,GAME START LLC,模拟,4.6,"15,300","1,000,000",2018年12月11日,44,1.2.10,net.appmaga.pixelfarm,https://gamestart.jp,info@gamestart.jp
503,停车达人4,SUD Inc.,竞速,4.4,"519,552","50,000,000",2018年9月29日,14,1.17,com.ansangha.drparking4,http://blog.naver.com/anupdown,updown.an@gmail.com
504,"Crazy Children's Dentist Simulation Fun Adventure",Cool Kids Games Club,教育,4.2,"22,197","10,000,000",2018年1月2日,33,1.0.4,com.coolkids.crazy.mad.kids.dentist.fun.hospital.adventure,,coolkidscoloringames@gmail.com
505,Flying Arrow!,VOODOO,街机,4.0,"53,555","5,000,000",2018年11月20日,60,2.3.8,io.voodoo.flyingarrow,http://voodoo.io,support@voodoo.io
506,Sniper Strike – FPS 3D Shooting Game,Mobile Gaming Studios Ltd.,动作,4.6,"126,156","5,000,000",2018年12月1日,54,3.701,com.mgs.sniper1,http://www.eightpixelssquare.com/,support@sniperstrike.zendesk.com
507,Road Blast - Crazy Rider,Cool You,动作,4.8,28,500,2018年11月30日,87,1.0.2,com.misterfour.roadblast,,support@roadblastrtr.com
508,LAB Escape!,DOOMSDAY Studio,街机,4.6,"29,876","1,000,000",2018年7月30日,18,1.5,com.DoomsdayStudio.LabEscape,,lukeyun112111@gmail.com
509,Impossible Bottle Flip,tastypill,街机,3.8,"39,259","10,000,000",2018年4月24日,19,1.10,com.tastypill.newbottle,http://www.tastypill.com,support@tastypill.com
510,Clumsy Ninja,NaturalMotionGames Ltd,冒险,4.4,"1,213,460","10,000,000",2018年5月24日,18,1.31.0,com.naturalmotion.clumsyninja,http://www.naturalmotion.com/clumsy-ninja/3909/,android.support@zynga.com
511,Kiki & Fifi Pet Hotel – Virtual Pet Game for Kids,TutoTOONS,教育,4.4,"3,390","1,000,000",2018年12月5日,73,2.0.6,com.tutotoons.app.kikififipethotel.free,http://www.tutotoons.com,support@tutotoons.com
512,鳄鱼小顽皮爱洗澡2,Disney,益智,4.2,"1,969,191","100,000,000",2018年7月2日,88,1.6.2,com.disney.wheresmywater2_goo,http://help.disney.com/Games/Wheres-My-Water-2,support@disneymobile.com
513,Cut the Rope 2 (割绳子 2),ZeptoLab,益智,4.3,"2,214,118","100,000,000",2018年11月2日,52,1.16.0,com.zeptolab.ctr2.f2p.google,http://zeptolab.com,support@zeptolab.com
514,WoozyBox,Guy Abi Hanna,街机,4.5,173,"1,000",2017年6月20日,25,1.0,com.guyabihanna.twistic,http://www.twitter.com/guy_abi_hanna,guy.abihanna@lau.edu
515,篮球之战 (Basketball Battle),DoubleTap Software,体育,4.6,"300,928","10,000,000",2018年11月30日,44,2.1.9,com.doubletapsoftware.basketballbattle,https://doubletapsoftware.com,bballbattle@doubletapsoftware.com
516,"TAP Pumpkin-Kick Jack O'Lantern",tastecookman,街机,4.0,671,"100,000",2018年11月22日,47,2.5.0,com.tastecookman.Pumpkin,,tastecookman@gmail.com
517,Uno Multiplayer Offline Card - Play with Friends,Diao Da LLC,卡牌,3.9,"2,296","100,000",2018年11月6日,13,1.5,com.yang.uno,,fanchenyangtw@gmail.com
518,神奇猫咪钢琴图块 - 宠物钢琴家点击动物音乐,CookApps,街机,4.5,"14,845","1,000,000",2018年12月11日,36,3.0.0,com.cookapps.beagles.magic.cat.piano.tiles,http://www.cookapps.com,cs_playgrounds@cookapps.com
519,Dinosaur Simulator: Dino World,HGamesArt,动作,4.0,"31,778","10,000,000",2018年12月11日,74,1.3.5,com.hgamesartworks.dinosimulator,https://hgames.allyou.net,hgamesart@gmail.com
520,3D投籃,Mouse Games,体育,4.3,"3,735","500,000",2018年11月22日,29,1.2.0,comz.btc.basketball,http://mouse-games.com,contact@mouse-games.com
521,Word Guru - My Bakery Dream,Badfish Games Studio,文字,4.6,372,"5,000",2018年11月21日,34,1.2,com.badfishgame.wordguru,,youngloveeric888@gmail.com
522,Rules of Modern World War Winter FPS Shooting Game,Blockot Games,动作,4.1,"21,776","5,000,000",2018年11月22日,59,2.0.3,com.blockot.worldwar.shooting.game,http://www.blockot.com,support@blockot.com
523,Hot Shot Casino 拉斯维加斯赌场 - 免费老虎机,Scientific Games Interactive,赌场,4.6,"178,257","1,000,000",2018年12月6日,66,3.00.03,com.williamsinteractive.hotshotcasino,https://www.sginteractive.com/,support@hotshotcasino.zendesk.com
524,Kiss Game : Touch Her Heart,To43Games,休闲,3.5,"7,629","1,000,000",2018年11月1日,11,1.0.1,air.com.xingyou.kissgame.touchherheart,,centajia@gmail.com
525,芭比的时尚魔法—装扮,Budge Studios,休闲,4.0,"339,848","10,000,000",2017年10月6日,15,2.2,com.budgestudios.BarbieMagicalFashion,https://budgestudios.com/en/apps/detail/barbie-magical-fashion/?utm_source=GooglePlayStore&utm_medium=referral&utm_campaign=BMF_GP,support@budgestudios.ca
526,Exploration,Exploration EX,冒险,4.2,"5,393","100,000",2018年10月21日,46,3.99701.D.EXP.9.031,exploration.crafting.build,,piskarevdisov@gmail.com
527,Jelly Juice,redBit games,益智,4.6,"11,721","100,000",2018年12月10日,88,1.56.0,it.redbitgames.jellyjuice,http://www.redbitgames.it/,support.android@redbitgames.it
528,枪的3D模拟生成器,BintagoGames,模拟,3.9,"9,769","1,000,000",2018年10月25日,53,1.2,com.bintago.weaponsshoot,,bintagogames@gmail.com
529,牧场爆炸,WhaleApp LTD,益智,4.1,"10,935","1,000,000",2018年11月30日,因设备而异,1.4.3,com.whaleapp.ranchoblast,https://www.whaleapp.com/,support.ranchoblast@whaleapp.com
530,Exploration Pro 2019,BMG Inc.,冒险,4.1,"38,039","1,000,000",2018年12月3日,29,4.4,com.truegames.explorationpro2018,,support@explorationpro.com
531,Fruit Ninja Fight,Halfbrick Studios,动作,4.3,75,"100,000",2018年12月7日,83,1.20.0,com.halfbrick.fruitninjax,http://www.halfbrick.com,fight@fruitninja.com
532,筏生存：多人遊戲,VADE,模拟,4.1,"2,901","100,000",2018年12月7日,45,18.0,com.vade.raftOnline,,vadestudio@gmail.com
533,Looney Toons Dash,zak ibra,冒险,3.2,699,"50,000",2018年11月28日,28,1.0,com.looneysoudash.toonszak,,zakgamestudio@gmail.com
534,"SLOTMAN 2019 - slot machines, casino games & slots",Three wishes slot machines game studio,赌场,4.8,"114,745","1,000,000",2018年12月8日,因设备而异,11.0,com.slotslot.slot,,support@slotman.app
535,PLAYMOBIL Ghostbusters?,geobra Brandst?tter Stiftung & Co.KG,动作,4.4,"8,207","1,000,000",2017年5月11日,69,,com.playmobil.ghostbusters,http://www.playmobil.com,app@playmobil.com
536,Dude Perfect 2,Miniclip.com,动作,4.5,"413,400","10,000,000",2017年4月12日,70,1.6.1,com.miniclip.dudeperfect,http://www.miniclip.com/,support@miniclip.com
537,婚礼派对。 女孩游戏,Hippo Baby Games for Girls and for Boys,角色扮演,4.6,"6,248","1,000,000",2018年12月10日,74,1.1.0,com.hippo.CousinWedding,http://psvgamestudio.com,hippo.kidsgames@gmail.com
538,League of Legends Companion,DPH Lambo,策略,5.0,1,10,2018年12月10日,3.2,1.0,lolcompanion.app.com.leagueoflegendscompanion,,Hennessyd@gmx.us
539,"Let's Create! Pottery Lite",Infinite Dreams,休闲,4.4,"677,368","10,000,000",2017年12月1日,41,1.63,pl.idreams.potterylite,http://www.idreams.pl,support@idreams.pl
540,QUIRK- Build Your Own Games & Fantasy World,uGen,冒险,3.3,113,"10,000",2018年12月7日,88,0.06.3955NA,com.ugen.playquirkNA,https://www.playquirk.com/,support@ugenworld.com
