排名,游戏名称,公司名称,分类,评分,评分人数,安装次数+,更新日期,大小M,当前版本,包名,网站,联系方式
438,旋转迷阵,Ketchapp,街机,3.8,"19,059","5,000,000",2018年9月10日,40,1.1,com.ketchapp.rotator,http://www.ketchappgames.com,support@ketchappgames.com
439,SpinToWin Slots - Casino Games & Fun Slot Machines,Chartbuster Games,赌场,4.6,"51,510","1,000,000",2018年12月10日,因设备而异,2.0.17-109,net.spintowinslots.androidresub,http://spintowinslots.net,stwcustomersupport@spintowinslots.net
440,Wild Hunt: Sport Hunting Games. 让我们打猎,Ten Square Games: Sport Hunting and Fishing Games,模拟,4.7,"203,388","5,000,000",2018年11月29日,96,1.318,com.tensquaregames.huntmobile,https://tensquaregames.com,support.wildhunt@tensquaregames.com
441,Hempire - Plant Growing Game,LBC Studios Inc.,模拟,4.8,"155,164","5,000,000",2018年11月22日,71,1.21.4,ca.lbcstudios.hempire,http://hempiregame.com,support@lbcstudios.ca
442,Jeopardy! World Tour,Sony Pictures Television,知识问答,4.7,"113,454","1,000,000",2018年12月3日,因设备而异,3.2.1,com.sonypicturestelevision.jeopardy2,http://www.sonypictures.com/mobile/,jeopardy@uken.com
443,破坏砖块冒险,mobirix,街机,4.5,"109,289","10,000,000",2018年11月20日,16,1.0.29,com.mobirix.swipebrick2,https://www.facebook.com/mobirixplayen,help@mobirix.com
444,立方体匹配王,mobirix,益智,4.0,"4,060","1,000,000",2018年11月12日,37,1.0.5,com.mobirix.cubepuzzle,https://www.facebook.com/mobirixplayen,help@mobirix.com
445,Sonic Forces,SEGA,冒险,4.6,"216,743","10,000,000",2018年11月29日,96,2.6.0,com.sega.sprint,http://www.sega.com,googleplay@segaofamerica.zendesk.com
446,暗影格斗 2,NEKKI,动作,4.6,"11,465,995","100,000,000",2018年7月2日,88,1.9.38,com.nekki.shadowfight,https://nekki.helpshift.com/a/shadow-fight-2/?p=android,support@nekki.mail.helpshift.com
447,Evertech Sandbox,vitsum,模拟,4.3,"56,731","1,000,000",2018年11月16日,50,0.14.433,com.evertechsandbox,http://evertechsandbox.com,vitaly.sumin+sandbox@gmail.com
448,Zombie Frontier 3: Sniper FPS,FT Games,动作,4.4,"373,441","10,000,000",2018年9月27日,79,2.14,com.feelingtouch.zf3d,,seasnake.198209@gmail.com
449,DRAGON BALL LEGENDS -七龍珠 激戰傳說-,BANDAI NAMCO Entertainment Inc.,动作,4.6,"448,418","5,000,000",2018年12月12日,51,1.23.0,com.bandainamcoent.dblegends_ww,http://bandainamcoent.co.jp/,ww_gp_dragonball-legends_ad@net.bandai.co.jp
450,Cashman Casino: Online Casino Slots - 免费网上赌场老虎机游戏,Product Madness,赌场,4.6,"239,999","5,000,000",2018年12月11日,75,2.9.50,com.productmadness.cashmancasino,http://www.productmadness.com,csmandroidsupport@productmadness.com
451,金剛戰士: 傳奇之戰,nWay Inc.,动作,4.3,"299,164","10,000,000",2018年12月4日,96,2.5.0,com.nway.powerrangerslegacywars,http://playlegacywars.com,support@nway.mail.helpshift.com
452,怪物卡车游戏的孩子,Raz Games,教育,4.4,"29,612","10,000,000",2018年12月10日,37,2.5.8,com.razmobi.monstertrucks2,http://www.razgames.com,info@razgames.com
453,Flip Diving,Miniclip.com,体育,4.5,"696,103","50,000,000",2018年7月11日,因设备而异,因设备而异,com.motionvolt.flipdiving,http://www.miniclip.com/,support@miniclip.com
454,Power Painter,ChimpWorks,模拟,4.2,"13,005","1,000,000",2018年11月27日,49,1.7.2,chimp.works.td4,http://www.chimpworksgames.com,support@chimpworksgames.com
455,Pyramid Solitaire,MobilityWare,卡牌,4.6,"33,901","1,000,000",2018年10月12日,72,3.4.2.2372,com.mobilityware.PyramidFree,http://www.mobilityware.com,support@mobilityware.com
456,Trigon:三角形俄罗斯方块,IEC Corp,益智,4.1,"3,899","1,000,000",2018年12月5日,29,1.9.2,com.DTA.trigon,,support@ieccorp.vn
457,Junkyard Tycoon - Car Business Simulation Game,Lana Cristina,模拟,4.5,"137,262","1,000,000",2018年12月1日,因设备而异,1.0.13,junkyardtycoon.business.tycoon.game,http://www.junkyardtycoon.com,support@junkyardtycoon.com
458,Jelly Jam Blast - A Match 3 Game,Avid.ly,休闲,4.7,"14,981","500,000",2018年11月27日,35,1.2.1,jelly.jam.fruit.match.cookie,http://avid.ly/zh-hans/,marionettepro@gmail.com
459,饥饿龙?,Ubisoft Entertainment,街机,4.6,"120,968","5,000,000",2018年12月11日,40,1.16,com.ubisoft.hungrydragon,http://ubi.com,android.support@ubisoft.com
460,土耳其方塊：愛消除,Habby,休闲,4.6,"14,017","1,000,000",2018年11月29日,28,2.2.19,com.mavis.slidey,http://slidey.habby.fun/,slidey@habby.fun
461,吉他 免费 - 木吉他、电吉他、吉他和弦、琴谱和器、音符曲、弹吉他 练习、原声吉他、乐谱、吉他谱,Gismart,音乐,4.1,"467,033","10,000,000",2018年12月11日,因设备而异,因设备而异,com.gismart.guitar,https://gismart.com/real-guitar/,support@gismart.com
462,Wordsdom – Best Word Puzzles,The Great Hippo,文字,4.6,"29,325","1,000,000",2018年12月6日,32,1.3.7,com.hippogame.wordsdom,http://hippo-gaming.com,hippogame2018@gmail.com
463,Tsuki 月兔冒险,HyperBeard,冒险,4.7,"11,205","100,000",2018年12月7日,83,1.1.11,com.hyperbeard.tsuki,https://tsukiadventure.com/,tsuki@hyperbeard.com
464,未知的像素枪战,FPS Shooter,动作,4.3,"325,635","10,000,000",2018年11月20日,92,1.33.12,com.azurgames.BattleGroundRoyale,,pixelunknown.game@gmail.com
465,Geometry Dash World,RobTop Games,街机,4.6,"820,427","50,000,000",2017年12月22日,63,1.03,com.robtopx.geometrydashworld,http://www.robtopgames.com,support@robtopgames.com
466,Color Bump,Good Job Games,街机,3.1,"6,982","1,000,000",2018年11月1日,32,1.1.1,com.ct2018,,contact@goodjobgames.com
467,陰屍路：生存之道,Scopely,角色扮演,4.2,"537,622","10,000,000",2018年11月21日,43,18.0.2.69810,com.scopely.headshot,http://scopely.com/game/the-walking-dead/,twdsupport@scopely.com
468,DC Legends：为正义战斗,Warner Bros. International Enterprises,角色扮演,4.5,"374,211","10,000,000",2018年12月11日,67,1.22.4,com.wb.goog.dc.legends,http://www.dclegendsgame.com,support@wbgames.com
469,Axolochi 萌宠蝾螈,HyperBeard,休闲,4.5,"9,645","500,000",2018年11月5日,61,1.0.8,com.hyperbeard.axolochi,https://hyperbeard.com/game/axolochi/,dev@hyperbeard.com
470,Hopeless Heroes: Tap Attack,Upopa Games,角色扮演,4.7,"28,362","1,000,000",2018年12月6日,50,1.1.39,com.upopa.hopelessheroes,http://www.upopa.com,contact@upopa.com
471,萌島大作戰——聖誕快樂！,Aladin Interactive,休闲,4.5,"5,528","500,000",2018年12月12日,98,1.10.0,com.aladinfun.island.android,https://www.facebook.com/SmashIslandCommunity,wen@aladinfun.com
472,Snipers vs Thieves,PlayStack,动作,4.5,"284,871","10,000,000",2018年11月26日,47,2.0.25156,se.foglo.svt,https://www.facebook.com/SvTGame/,support@playstack.mail.helpshift.com
473,碎碎曲奇大爆炸,"Jam City, Inc.",益智,4.6,"144,143","5,000,000",2018年11月26日,70,3.90.126,air.com.sgn.cookiejamblast.gp,http://www.sgn.com,support@cookiejamblast.zendesk.com
474,密室逃脱 : Rime,IzumiArtisan,冒险,4.7,"9,511","100,000",2018年12月10日,80,1.2.8,com.izumiartisan.rime,http://izumi-artisan.com/,infoizumiartisan@gmail.com
475,暗黑復仇者3,NEXON Company,角色扮演,4.7,"761,539","10,000,000",2018年12月6日,94,1.11.0,com.nexon.da3.global,http://www.facebook.com/NexonDarknessRises,help_DR@nexon.com
476,Bacon – The Game,Philipp Stollenmayer,休闲,4.3,"13,932","1,000,000",2018年11月4日,70,1.22,de.kamibox.bacon,http://www.kamibox.de/bacon,philipp@kamibox.de
477,可口的披萨，美味的披萨,TapBlaze,休闲,4.4,"373,624","10,000,000",2018年12月4日,53,2.8.7,com.tapblaze.pizzabusiness,http://www.tapblaze.com,support@tapblaze.com
478,世界篮球王,mobirix,体育,4.2,"12,217","5,000,000",2018年11月9日,41,1.1.1,com.mobirix.basketballking,https://www.facebook.com/mobirixplayen,help@mobirix.com
479,免费3D飞行模拟器,Fun Games For Free,模拟,4.6,"2,212,048","50,000,000",2018年11月27日,71,1.4.8,com.fungames.flightpilot,https://www.fungames-forfree.com/games/flightpilot,support+flightpilot@fungames-forfree.com
480,Scatter Slots - 免费赌场老虎机在线,Murka Entertainment Limited,赌场,4.6,"755,969","5,000,000",2018年12月5日,91,3.29.1,com.murka.scatterslots,https://murka.helpshift.com/a/scatter-slots/,support@murka.mail.helpshift.com
481,verydice,SquareTwo Inc,休闲,4.1,"13,741","1,000,000",2018年12月7日,因设备而异,1.4.9,com.verydice,https://www.verydice.com,support@verydice.com
482,Legendary : Game of Heroes,N3TWORK Inc.,角色扮演,4.4,"122,828","5,000,000",2018年12月11日,95,2.5.5,com.n3twork.legendary,http://www.n3twork.com,support@n3twork.com
483,经典纸牌,Mobile Apps Inc,卡牌,4.7,"46,743","1,000,000",2018年12月3日,23,2.120.0,com.freegame.solitaire.basic2,,best.solitaire2@me2zen.com
484,Extreme Car Driving Simulator,AxesInMotion Racing,竞速,4.4,"2,435,483","100,000,000",2018年10月2日,53,4.17.6,com.aim.racing,http://www.axesinmotion.com,support@axesinmotion.com
485,糖果美甲－ 甜蜜的时尚,TabTale,休闲,4.1,"14,306","1,000,000",2018年10月22日,56,1.0.6,com.tabtale.nailfiasco,https://www.tabtale.com/,WeCare@TabTale.com
486,"June's Journey - Hidden Object",Wooga,冒险,4.7,"196,975","5,000,000",2018年12月4日,因设备而异,1.27.7,net.wooga.junes_journey_hidden_object_mystery_game,http://www.wooga.com,support@wooga.net
487,Minecraft: Story Mode,Telltale Games,冒险,4.3,"1,081,153","10,000,000",2017年11月17日,19,1.37,com.telltalegames.minecraft100,https://www.telltalegames.com/minecraftstorymode/,support@telltale.com
488,Guns,Calford,动作,4.2,"667,760","50,000,000",2018年6月23日,12,1.118,com.calfordcn.gu,http://calfordcn.spaces.live.com/,calford.support@yandex.com
489,体操巨星 — 一路旋转走向金牌！,Coco Play By TabTale,角色扮演,4.6,"335,115","10,000,000",2018年9月26日,35,1.1.9,com.cocoplay.gymnastic.star,https://www.tabtale.com/%20,WeCare@TabTale.com
490,Guitar Band Battle,Zeeppo,音乐,4.5,"155,445","10,000,000",2018年12月2日,因设备而异,1.5.3,com.Zeeppo.GuitarBand,http://www.zeeppo.com,support@zeeppo.com
491,DIY 时尚明星 — 设计改造服装游戏,Coco Play By TabTale,角色扮演,4.3,"45,077","5,000,000",2018年9月14日,38,1.0.9,com.cocoplay.diy.fashion,https://www.tabtale.com/,WeCare@TabTale.com
492,數獨 - 免費經典數獨謎題,"Sandbox Coloring,Number Coloring by Coloring Team",益智,4.7,"3,556","100,000",2018年12月6日,28,1.2.5,easy.sudoku.puzzle.solver.free,,support@dailyinnovation.biz
493,我的面包房帝国 - 烘烤、装饰和出售蛋糕,Coco Play By TabTale,角色扮演,4.5,"177,575","10,000,000",2018年8月15日,78,1.0.7,com.cocoplay.sweet.bakery,https://www.tabtale.com/,WeCare@TabTale.com
494,American Mega Ramp Truck Racing Stunts: Impossible,United Gamerz,模拟,4.1,"1,175","500,000",2018年12月3日,59,1.0.6,com.apptxx.american.mega.ramp.truck.racing.stunts.impossible,,glowing.app@gmail.com
495,Spider Go: Solitaire Card Game,MobilityWare,卡牌,4.5,215,"10,000",2018年12月3日,64,1.0.0.258,com.mobilityware.SpiderGo,http://www.mobilityware.com,Support@mobilityware.com
496,Piano Challenge - 2018 年免费音乐钢琴游戏,AMANOTES,音乐,4.3,"122,481","10,000,000",2018年12月10日,因设备而异,7.4.8,com.musicheroesrevenge.pianochallenge2,,support@amanotes.com
497,阿瓦隆之王：龍之戰役(KOA),DIANDIAN INTERACTIVE HOLDING,策略,4.2,"332,410","10,000,000",2018年11月22日,72,5.0.2,com.funplus.kingofavalon,https://funplus.helpshift.com/a/king-of-avalon/,contact_koa@funplus.com
498,美國警車交通：遊輪模擬器,Brilliant Gamez,模拟,4.1,"2,587","500,000",2018年12月11日,53,1.9.1,com.brilliantgamez.us.police.transport.ship,http://www.brilliantgamez.com,brilliantgamez@gmail.com
499,西部世界：生存,Helio Games,冒险,4.4,"42,147","1,000,000",2018年12月10日,55,0.9.14,com.heliogames.westland,http://heliogames.com,info@heliogames.com
500,至尊宾果（Absolute Bingo)!,Absolute Games : Free Bingo Games,卡牌,4.6,"108,941","5,000,000",2018年6月14日,因设备而异,因设备而异,com.absolute.bingo,http://www.absolutegames.com,support@absolutegames.com
501,DoubleU Casino - Free Slots,DoubleUGames,赌场,4.5,"495,366","10,000,000",2018年12月11日,91,5.42.0,com.doubleugames.DoubleUCasino,http://doubleucasino.com,support@doubleucasino.com
502,Chess Free,AI Factory Limited,桌面和棋类,4.5,"1,412,251","50,000,000",2018年8月29日,15,2.73,uk.co.aifactory.chessfree,http://www.aifactory.co.uk,Support@aifactory.co.uk
503,紙牌接龍,Mahjong Solitaire Fun,桌面和棋类,4.3,"3,388","1,000,000",2018年12月9日,28,1.6.144.1731,solitaire.card.games.klondike.solitaire.classic.free,,crosswords2018@gmail.com
504,BEYBLADE BURST app,Hasbro Inc.,动作,4.5,"274,834","10,000,000",2018年11月8日,因设备而异,因设备而异,com.hasbro.beybladesenterprise,http://www.hasbro.com,androidapps@hasbro.com
505,狂野飙车9：竞速传奇- 2019动作赛车游戏,Gameloft,竞速,4.6,"569,766","10,000,000",2018年12月11日,72,1.2.2b,com.gameloft.android.ANMP.GloftA9HM,http://www.gameloft.com/,android.support@gameloft.com
506,?Dunk!Dunk Ball,DAPP GLOBAL LIMITED,体育,4.2,674,"100,000",2018年11月14日,37,1.1.1,com.dothree.dunk,,cliponyu@gmail.com
507,SUP 多人赛车,Oh BiBi,竞速,4.6,"284,435","10,000,000",2018年12月5日,因设备而异,1.8.9,com.ohbibi.sup,http://www.ohbibi.com,support@ohbibi.com
508,财神娱乐城—免费澳门巨奖老虎机,TRIWIN,赌场,4.8,"20,568","500,000",2018年12月6日,89,5.0.1.22,triwin.casino.slots.fortune.gold,,goldfortunecasino@gmail.com
509,The Floor Is Lava,Ketchapp,街机,4.2,"36,976","5,000,000",2017年7月3日,37,1.4,com.ketchapp.thefloorislava,http://www.ketchappgames.com,support@ketchappgames.com
510,Slithering Snake.io,Glad Games,动作,4.0,"2,630","500,000",2018年12月11日,23,1.3,com.gladgames.slitheringsnake,,gladgamessingapore@gmail.com
511,Guess the Logo: Ultimate Quiz,Logos Box,知识问答,4.6,"60,054","5,000,000",2018年12月7日,20,1.3.2,com.taplane.logoquizm,http://games.taplane.com/,contact@taplane.com
512,雪球大作战,"Geisha Tokyo, Inc.",动作,4.8,398,"10,000",2018年12月5日,38,1.2.3,com.geishatokyo.snowballio,http://www.geishatokyo.com/,hc+snowballio@geishatokyo.com
513,Troll Face Quest Horror 2: ?Halloween Special?,Spil Games,益智,4.6,"30,554","1,000,000",2018年10月19日,45,0.9.1,air.com.spilgames.trollfacequesthorror2.scary.adventure,http://spilgames.com,appsupport@spilgames.com
514,Last Shelter: Survival,IM30 TECHNOLOGY LIMITED,策略,4.6,"339,061","10,000,000",2018年12月12日,100,1.250.099,com.more.dayzsurvival.gp,http://www.im30.net,support_ls@im30.net
515,文明覺醒,Lilith Games,策略,4.6,"227,764","5,000,000",2018年12月11日,48,1.0.12.22,com.lilithgame.roc.gp,,roc-service@lilithgames.com
516,木块 - 音乐盒,головоломка world studio,益智,4.5,"111,240","5,000,000",2018年12月11日,17,8.0,puzzle.wood.block.cube.music.box,,lovelornmskz@gmail.com
517,Mobile Legends: Bang Bang,Moonton,动作,4.4,"10,053,779","100,000,000",2018年11月27日,99,1.3.32.3421,com.mobile.legends,https://forum.mobilelegends.com/forum.php?mod=forumdisplay&fid=47,MobileLegendsGame@gmail.com
518,Beyblade Burst Rivals,Epic Story Interactive,益智,4.6,"16,782","1,000,000",2018年12月4日,95,1.5.1,com.epicstory.beybladeburst,http://www.epicstoryinteractive.com,support@epicstoryinteractive.com
519,狂野飙车8：极速凌云,Gameloft,竞速,4.5,"8,572,406","100,000,000",2018年10月18日,99,3.9.0j,com.gameloft.android.ANMP.GloftA8HM,http://www.gameloft.com/,android.support@gameloft.com
520,Jungle Marble Blast,coolstudios,休闲,4.4,"46,666","10,000,000",2018年12月7日,30,1.7.0,com.cooyostudio.marble.blast,,jialu19870906@gmail.com
521,餐车厨师：烹饪游戏,Tilting Point,休闲,4.4,"203,421","10,000,000",2018年12月3日,83,1.5.6,com.nukeboxstudios.foodtruckchef,http://www.nukeboxstudios.com/,support@nukeboxstudios.com
522,Spades Plus,Zynga,卡牌,4.6,"211,582","5,000,000",2018年12月11日,52,3.38.2,net.peakgames.mobile.spades.android,https://www.zynga.com,zyngaturkey-support@zynga.com
523,Traffic Rider,Soner Kara,竞速,4.7,"6,456,473","100,000,000",2018年9月17日,因设备而异,因设备而异,com.skgames.trafficrider,http://skgames.com,trafficridergame@gmail.com
524,大家来找茬,PandoraGames,益智,4.6,"256,261","5,000,000",2018年9月29日,99,1.0.6,com.pandoragames.finddifference3,,contact.pandoragames@gmail.com
525,Merge All,i Dev.,模拟,4.8,"12,731","500,000",2018年12月8日,13,1.2.2,com.freegame.mergeall,,idev803@gmail.com
526,Stickman Warriors Online : Epic War,"Stickman Tech., JSC",模拟,3.3,"42,346","10,000,000",2018年8月17日,49,1.1.17,stickmanwarriors.stickmanWar.online,,kenmobilenew@gmail.com
527,Spider Solitaire,MobilityWare,卡牌,4.4,"423,217","10,000,000",2018年11月20日,因设备而异,因设备而异,com.mobilityware.spider,http://mobilityware.com/ourgames.php,support@mobilityware.com
528,VR Thrills: Roller Coaster 360 (Google Cardboard),Rabbit Mountain,模拟,4.0,"28,448","5,000,000",2018年12月11日,因设备而异,1.9.3,com.rabbitmountain.rollercoaster,http://www.rabbitmountain.com,support@rabbitmountain.com
529,Dragalia Lost ～失落的龙约～,"Nintendo Co., Ltd.",角色扮演,4.1,"45,412","1,000,000",2018年11月29日,89,1.2.1,com.nintendo.zaga,https://dragalialost.com,support@dragalialost.com
530,开心划词 - 眼力比拼,KKZAP Word Online Games,文字,4.5,"54,960","10,000,000",2018年12月12日,13,5.6.3181,com.best.wordsearch.free,http://www.kkzap.com,kkzapfeedback@hotmail.com
531,纸牌,ME2ZEN Solitaire Games,卡牌,4.7,"302,684","10,000,000",2018年12月7日,22,2.155.0,com.spacegame.basic3,,basic3.solitaire@me2zen.com
532,TerraGenesis - 太空驻扎者,Tilting Point,模拟,4.4,"98,300","5,000,000",2018年11月29日,91,4.9.40,com.alexanderwinn.TerraGenesis,https://www.facebook.com/TerraGenesisGame,support@terragenesisgame.com
533,神秘之城: 寻物历险,G5 Entertainment,冒险,4.4,"889,629","10,000,000",2018年12月10日,100,1.26.2601,com.g5e.hiddencity.android,http://www.g5e.com,support@g5e.com
534,Cash Frenzy Casino - Free Slots & Casino Games,Secret Sauce,赌场,4.7,"19,602","500,000",2018年10月26日,54,1.16,slots.secretsauce.casino.games.free,,secretsaucegamingstudiocontact@gmail.com
535,疯狂撞车王 (Crash of Cars),Not Doppler,竞速,4.6,"308,820","10,000,000",2018年12月4日,58,1.2.51,com.notdoppler.crashofcars,,crashofcars@notdoppler.com
536,"Five Nights at Freddy's 2 Demo",Scott Cawthon,策略,4.3,"1,541,909","50,000,000",2014年11月15日,40,1.07,com.scottgames.fnaf2demo,http://www.scottgames.com,fazbearhelp@yahoo.com
537,宝石爆炸 - 益智传奇,DG&G,休闲,4.6,"87,209","1,000,000",2018年12月10日,51,27,com.jewelblast.puzzlelegend,,hanming527@gmail.com
538,100 PICS Quiz - guess the picture trivia games,Poptacular,知识问答,4.3,"139,358","10,000,000",2018年12月5日,因设备而异,因设备而异,com.onehundredpics.onehundredpicsquiz,http://fb.com/100PICS,info@poptacular.com
539,Banana Kong,FDG Entertainment GmbH & Co.KG,动作,4.4,"3,649,361","100,000,000",2018年2月7日,68,1.9.6.6,com.fdgentertainment.bananakong,http://www.fdg-entertainment.com,support@fdg-entertainment.com
540,女造型师——让我美美哒！,Coco Play By TabTale,角色扮演,4.4,"110,377","10,000,000",2018年7月31日,81,1.0.5,com.cocoplay.stylist.girl,https://www.tabtale.com,WeCare@TabTale.com
