排名,游戏名称,公司名称,分类,评分,评分人数,安装次数+,更新日期,大小M,当前版本,包名,网站,联系方式
457,无,无,无,无,无,无,无,无,无,www.nsps.boxybounce,无,无
458,Tofu,Jun Saotome,益智,5.0,1,500,2018年11月15日,42,1.0.1,jp.junsaotome.Tofu,http://ameblo.jp/js-blog2015/,saotome.jun.2015@gmail.com
459,Fun Craft : Story Mode,Zolla Crafting Inc,模拟,3.2,14,"1,000",2018年11月15日,28,1.0,com.pamela.fun_craft.funny_mcpe.build.exploration,,luisnaza55@gmail.com
460,Zombie Survival : Squad Attack,Good Day and Night Studio,策略,4.4,40,"5,000",2018年12月4日,96,1.0.7,com.zombiesurvival.squadattack,,sasaway.appvenger@gmail.com
461,Tips Of Metal Slug 3,Done Sky CO,文字,4.2,223,"5,000",2018年12月10日,3.6,1.28,com.actlikeit.metalgame,,getinfo@doneskyco.au
462,Word Buddies - Classic Word Game,Clipwire Games and Bingo,文字,4.5,78,"10,000",2018年11月30日,因设备而异,1.0.13,com.clipwiregames.wordbuddies,http://www.clipwiregames.com,support@clipwiregames.com
463,Heroes of Ninja: Global Version,Goninjagame,冒险,4.6,74,"1,000",2018年11月16日,81,1.0.1,com.nh10663344.en,,cs.ninjaheroes@yahoo.com
464,Word Kitchener,Monica Game Studio,益智,2.7,15,"1,000",2018年12月10日,32,1.1,com.nemo.wordchef,,yangyongjian2018@gmail.com
465,Kavi Escape Game 496 Vandal Escape Game,Kavi Games,益智,4.9,114,"1,000",2018年12月7日,13,1.0.0,air.com.kavigames.KaviEscapeGame496VandalEscapeGame,http://kavigames.com,kavigames2016@gmail.com
466,Line Art : Linepuzzle,Pallas Entertainment,益智,3.3,81,"10,000",2018年12月4日,48,1.0.2,com.pallas.linepuzzle,,quynhpallas@hotmail.com
467,WWE Mayhem Universe Champions,Chocolate Entertainment,动作,3.9,17,"1,000",2018年11月27日,40,1.2,wwe.wrestling.mayhem.revolution.champions,,choconocos@gmail.com
468,野生 西方 神枪 牛仔 骑士,5 Years Ago,动作,4.4,16,"1,000",2018年12月4日,16,1.0,com.fya.wildgang.gunshooter.gunfighter,,5year.feedback@gmail.com
469,Go To Town 5,Biceps,竞速,4.7,43,"5,000",2018年12月11日,66,1.3,com.biceps.gtt5,,BicepsApps@gmail.com
470,Hidden Objects - Mystery Case Files: Broken Hour,Big Fish Games,休闲,2.8,445,"5,000",2018年11月20日,19,1.0,com.bigfishgames.mcfbrokenhourgoog,http://www.bigfishgames.com,info@bigfishgames.com
471,XXXTentacion Piano Tiles,Superior Mobile Games,音乐,4.0,8,500,2018年11月12日,27,1.0,music.songs.black.white.tiles.piano.magic,,zawettiox@gmail.com
472,kof 2004 fighter arcade,Divescaps,动作,3.9,183,"10,000",2018年11月17日,78,1.1.0,com.ecadi.emukof.hel,,fok04@yahoo.com
473,DIY Gingerbread House Cake Maker! Cooking Game,The Fat Unicorn,休闲,5.0,3,500,2018年11月16日,47,1.2,com.fatunicorngames.gingerbread,,thefatunicorngames@gmail.com
474,ZSNES - SNES Emulator for Android,ZSNES co.ltd,街机,2.7,24,"1,000",2018年11月21日,53,1.0.0,com.zsnes.snesemulator.android,,zsnes2018@bestemu.co
475,Bubble Pop,blast and match casual game,益智,4.6,59,"1,000",2018年11月20日,32,1.0003,bubble.shooter.pop.blast,,blastandmatchcasualgame@gmail.com
476,生存本能：全面吃鸡,Winder Studio,动作,3.9,96,"1,000",2018年11月25日,55,11.25,com.crafthuts.survivalcounterbattleroyale,,trifingger@gmail.com
477,汽車修理工仿真器19,Western Redemption Inc.,模拟,3.6,17,"1,000",2018年11月20日,39,1.0,com.western.carrepair.car.mechanic.simulator19,,westernredemption16@gmail.com
478,Mr. Gravitation Flying Superhero 3D,Top Action Studio,动作,4.0,40,"5,000",2018年11月16日,47,1.0.1,com.tas.gravitation.flying.hero,,topactionstudio@gmail.com
479,You Choose! Interactive Romance Story Game,"Modak Studios, Inc.",模拟,3.4,8,500,2018年12月3日,96,1.18,com.modak.boyband,http://www.modakstudios.com,modak.studios@gmail.com
480,Christmas Word Search Puzzle Game,99 Game Studio,文字,3.0,2,100,2018年11月22日,12,1.0.2,com.nngamestudio.christmas.word.search.puzzle.game,,99gamestudio2111@gmail.com
481,Grand Loco Craft: Survival Edition,3D Crafting Future Studios,教育,4.7,39,"1,000",2018年12月6日,28,7.1,mobi.minicraft.three.mini.craft.building.games,,ijokiyoet89@gmail.com
482,Frog Game Amazing Action,BP Star,冒险,4.2,5,500,2018年12月5日,36,1.0,com.bpgames.froggameamazingaction,,richardbhutani@gmail.com
483,Merge 13! Number Block Puzzle,IEC Corp,桌面和棋类,5.0,2,100,2018年12月5日,因设备而异,1.0,com.IEC.thirteen,,support@ieccorp.vn
484,Family Guy Quahog Monster Attack,WanKipas,动作,4.0,8,"1,000",2018年11月23日,35,1.0.3.2,com.quahoqmonsterattack,,wankipas09@gmail.com
485,Pancake Milkshake?,Elias Disney,休闲,4.8,6,500,2018年12月6日,34,1.1,com.phoenix.pancakemilkshake,,TriaKathlyn1995@gmail.com
486,MegaGBC (GBC Emulator),NIKIDO Games,街机,4.1,10,"1,000",2018年11月22日,4.1,1,com.nikidogames.megagbc,,nikidogames@gmail.com
487,Mouse Evolution - Create Mutant Rats,Tapps Games,休闲,4.9,25,"1,000",2018年11月13日,47,1.0,br.com.tapps.mouseevolution,http://tappsgames.com,user.support+mouseevolution@tappsgames.com
488,Best Escape Game 524 Stag Escape Game,Best Escape Game,益智,4.9,122,"1,000",2018年12月5日,13,1.0.0,air.com.bestescapegame.BestEscapeGame524StagEscapeGame,http://www.games4king.com/,games4kinginfo@gmail.com
489,The Flippy Floors!- guide your ball to the exit,Sofiamoz Dev,冒险,2.3,3,100,2018年12月8日,11,1.0,flippyfloors.flippyfloorsandroid.flippyfloorsios,,solfarilyamz@gmail.com
490,Saiyan: Tap Battle of Gods,Rubick Game Ent,动作,4.6,228,"1,000",2018年11月13日,35,101,com.saiyantap.superbattleofgod,,rubbickgame2018@hotmail.com
491,"Christmas Candy - Santa Claus's Matching Adventure",HappyGamer Match 3 Games,休闲,4.9,22,"1,000",2018年11月20日,22,1.0.0,com.lewanski.christmascandy.santaclausmatchingadventure,,truongdanghienvinh84@gmail.com
492,Super Bandi World Adventure,Athanasios Delidimitrakis,冒险,2.9,15,"1,000",2018年11月12日,40,1.0,com.superbandi.adventure,,tg704503@gmail.com
493,Block Craft 3D :Builder city simulator 2019,Kolorian,知识问答,3.8,81,"1,000",2018年11月25日,15,1.0,com.kalorian.world.craft,,waktukecil57@gmail.com
494,2048 game - Block blast - Shot n Merge 2048,Space shooting game,益智,4.6,63,"50,000",2018年12月5日,30,2.4,com.block.blast.shot.merge2048,,numtleopaat@gmail.com
495,无,无,无,无,无,无,无,无,无,com.gc.stickman.street.fight.game,无,无
496,Crush the Castle: Siege Master,Armor Games,益智,4.6,150,"5,000",2018年12月5日,98,1.1.6,com.armorgames.ctcsm,https://armorgamesstudios.com/games/crush-the-castle-siege-master/,Contact@ArmorGames.com
497,着色小马,JZ Color Apps,休闲,4.0,40,"5,000",2018年12月4日,7.7,1.04,com.jzcolapp.litcolop,,jonnie9721wet@gmail.com
498,Super Broly: Ultra tournament Battle,new free games,动作,3.6,16,"1,000",2018年12月1日,27,1.8,dbssss.brolyy.game,,manuel78joaquin@gmail.com
499,恐龙纪元,37GAMES,策略,3.6,62,500,2018年12月7日,21,1.2.1,com.games37.jc,http://en.37.com/,help@37.com
500,Stickman & Rope,KravaSergDev,街机,3.2,242,"5,000",2018年11月16日,36,1.0.9,com.stickman.hookgame,,novikovaoliaolia@gmail.com
501,Super Fowlst,Thomas K Young,街机,4.6,10,100,2018年12月10日,24,1.17.0,com.thomasyoung.superfowlst,http://www.superfowlst.com,catcup.games@gmail.com
502,我的专属男友 - 男孩打扮,Best Dress Up Games For Girls,休闲,4.4,23,"1,000",2018年12月6日,75,1.0,com.bestdressupgames.boyfriend,,topdressupgames@gmail.com
503,Terminator: Survival,Mogol Games,策略,3.7,38,"1,000",2018年12月4日,81,1.0.3,com.mogol.terminatorsurvival,http://mogolgames.com,mogol@mogolgames.com
504,No.Paint - Coloring Games,incolor,休闲,4.9,20,"1,000",2018年12月11日,31,1.0.1,com.inapp.no.paint.color.by.number.coloring,http://www.incolor.cc,incolor.feedback@hotmail.com
505,公主 - 著色書和遊戲,Orange Studios Games,教育,4.8,36,"10,000",2018年12月10日,41,1.5,com.orange.gamesforkids.coloring.princess,http://www.orangestudios.wirez.com.ar,orangegstudios@gmail.com
506,Cat Evo – Adopt Cat Simulator Virtual Pet Kitten,ChiliGames,模拟,4.5,33,"1,000",2018年11月25日,47,1.0.3,com.chiligames.evocatsvirtualpets,,chiligamesmobile@gmail.com
507,Undertale Piano,Dev-BeastApp,音乐,3.9,18,500,2018年11月27日,27,0.1,com.pianotiles.undertale,,beastapp.el@gmail.com
508,TriPeaks Solitaire,jinjin mahjong solitaire games,休闲,4.8,112,"1,000",2018年12月4日,44,1.0.1,tripeaks.solitaire.farm.free,,jinzhongliang8866@gmail.com
509,Baby Barber - Fruits Vs Veggies,Kinsane Entertainment Inc.,教育,5.0,2,500,2018年11月30日,39,3.2,com.kintoons.hairsalon.fvv,http://www.kinsane.com,games@kinsane.com
510,Swipe Blast Shooter,MegaMO,街机,4.6,5,100,2018年11月30日,34,1.0.2,com.megamo.swipeblastshooter,,dragonbridge.dn@gmail.com
511,Knuckles Adventure Sonic World,Games Made For Fun,冒险,3.8,20,"1,000",2018年11月14日,52,1,com.platformergames.sonicknuckles,,Blackhunterdev@gmail.com
512,Star Striker,Flip Man Studio,街机,3.3,3,100,2018年12月7日,38,3.02,com.ppshell.master5,,jiaoninlin6@gmail.com
513,Crazy Tap Zero 2018,Flappy blue Dev,街机,3.4,63,"5,000",2018年11月17日,31,1.0,com.gamegVD.geometrytap,,vodoogamemini@gmail.com
514,Steel And Flesh Old,VirtualStudio,策略,4.6,450,"10,000",2018年11月15日,29,1.9,com.VS.SteelAndFleshOld,https://www.facebook.com/VirtualStudio2016/?notify_field=phone&modal=composer,virtualstudio2016@gmail.com
515,Trainer Canyon,Maragedygaming,角色扮演,4.4,156,"50,000",2018年11月21日,9.4,1.0,com.nkesc.dst.cu,,Maragedygaming@gmail.com
516,Ukulele Extreme: Tabs & Chords,SENSOR NOTES,音乐,4.8,39,"1,000",2018年12月3日,45,1.6,uke.guitar.ukulele.tabs.tenor,http://sensornotes.com,guitartabsapps@gmail.com
517,Dolls Surprise Coloring Book,divertapp,教育,3.2,18,"1,000",2018年11月23日,5.3,1.3,com.appcoloring.surprise,,divertapp@gmail.com
518,Dwarfs Adventure Jump Jump,FoxlyJourney Team,冒险,4.7,35,"10,000",2018年12月7日,24,1.1,com.supermario.dwarfadventure,,foxlyjourneystud10@gmail.com
519,Gaper Day – Ski Crash Arcade,Beat Farm,街机,5.0,10,100,2018年12月5日,23,1.0,com.beatfarm.gaperday,http://beatfarm.com/gaperday,info@beatfarm.com
520,Paw Ryder Dash,DIANA Marici,动作,5.0,4,"1,000",2018年11月15日,因设备而异,因设备而异,com.awesop.ryderun3desp,,janganpanik82@gmail.com
521,Blood Pressure Log,Betterton Thereto,模拟,4.1,458,"10,000",2018年11月28日,4.0,1.1,com.bettertonthereto.bloodpressurelog,,bettertonthereto@gmail.com
522,Car In Traffic 2018,AxesInMotion Racing,竞速,4.5,213,"10,000",2018年11月15日,69,1.3.0,com.aim.traffic.racing,http://www.axesinmotion.com,support@axesinmotion.com
523,无,无,无,无,无,无,无,无,无,com.sevdiemustafa.heromasksnew,无,无
524,Ragdoll Sandbox Game - Mutilate A physics Ragdoll,CQ Lativic,模拟,2.0,12,500,2018年11月28日,8.1,1.0,com.maddmutilategame.ragdollphysics,,lolitavicprog@gmail.com
525,蜘蛛侠狂热篮球明星：最佳游戏,GamesStudio92,体育,5.0,3,"1,000",2018年11月22日,26,1.0.1,com.GamesStudio92.SpidermanFanaticalBasketballStar,,GamesStudio92@gmail.com
526,Flower Match 3,casual fun games,休闲,4.7,86,"1,000",2018年11月20日,35,1.0002,match.three.flowers.cfg,,casualfungames1@gmail.com
527,Polygon Puzzle,Monica Game Studio,益智,4.3,6,"1,000",2018年12月4日,40,1.3,com.nemo.polygonpuzzle,,yangyongjian2018@gmail.com
528,The First Day Of Life,Rousbud Studios,动作,4.2,22,100,2018年12月3日,35,1.2.2,com.RousbudStudiois.thefirstdayoflife,,RousbudStudios@gmail.com
529,Merge Presents,James Williamson,休闲,4.2,9,"1,000",2018年12月8日,20,1.2,com.jrwgamesandapps.mergepresents,http://jrwgamesandapps.wixsite.com/mergepresents,jrwgamesandapps@gmail.com
530,Nun Evil Sister,ElLina,冒险,3.9,82,"1,000",2018年11月22日,86,1.0,com.nunhorror.evilsister,,elakravec3@gmail.com
531,新年游戏,Games from YovoGames !,休闲,3.2,4,"1,000",2018年12月10日,20,1.0.2,com.YovoGames.newYearGames,http://yovogames.com,yovokids@gmail.com
532,563 Games in 1 – The Best Games Ever,MCON,街机,4.5,43,"1,000",2018年12月9日,5.0,1.1.8,com.mcon.games563in1,,dmchale@mchaleconsulting.net
533,假装玩家修：娃娃屋清洁,Fun Bytes Studio,休闲,3.8,18,"1,000",2018年11月15日,30,1.0,com.funbytesstudio.pretend.home.repair,,funbytesstudio@gmail.com
534,OOF! ROBLOX Fun Game Racing Rolox Speed Climb,Generator Lcv.,竞速,4.3,6,500,2018年12月6日,39,2.34.2,com.oof.rolox.fun.game.roblox.com,,lopes1121@outlook.com
535,赛道漂移,WUBINGStudio,动作,4.6,157,"10,000",2018年12月7日,24,1.1.3,com.speedwaydriftinggame,,WUBINGStudio963@gmail.com
536,Ludo Superstar,Tencent Games,桌面和棋类,4.3,208,"10,000",2018年12月8日,26,1.1.5.4076,com.tencent.ludosuperstar,http://ludosuperstar.com/m/d/index.html,hpludosuperstar@gmail.com
537,极速狂追,XZoom,模拟,4.0,144,"10,000",2018年12月6日,90,1.1.1,com.highwayspeedchasing,,0nno8yQqs3r46T05069@gmail.com
538,Monster pop—pop game,Tonya Northrup,益智,5.0,"1,118",500,2018年12月7日,1.9,2.0,com.MonstersAndCake.testgoogle,,maychrysinser716@gmail.com
539,Pepa and Pig Jigsaw Puzzle Game,chatappsabd,益智,5.0,1,"1,000",2018年11月21日,38,1.0,com.puzzlevaleryabdammarpeppapig1.baaabdaaa,,Louna662002@hotmail.com
540,One Link Puzzle,IsCool Entertainment,益智,4.8,97,"10,000",2018年12月5日,69,0.3.5,com.iscoolentertainment.onelink,http://www.iscoolentertainment.com,google-playstore@iscool-e.com
